DOMINIO,UBIGEO,CONGLOME,VIVIENDA,HOGAR,TuvoTrabajo,Educacion,Sexo,Edad,TrabajaPerú,FACTOR07,Situación de Vulnerabilidad
Sierra Norte,060610,016119,054,11,1,Superior No Universitaria Incompleta,Mujer,20,0,334.858489990234,Vulnerable No Pobre
Sierra Norte,060610,016119,055,11,1,Primaria Completa,Hombre,58,0,334.858489990234,Pobre Extremo
Sierra Norte,060610,016119,055,11,1,Primaria Incompleta,Mujer,53,0,334.858489990234,Pobre Extremo
Sierra Norte,060610,016119,055,11,1,Primaria Completa,Mujer,30,0,334.858489990234,Pobre Extremo
Sierra Norte,060610,016119,110,11,0,Primaria Incompleta,Mujer,91,0,334.858489990234,Pobre Extremo
Sierra Norte,060610,016119,110,11,1,Primaria Completa,Mujer,62,0,334.858489990234,Pobre Extremo
Sierra Norte,060610,016119,111,11,1,Primaria Completa,Hombre,49,0,334.858489990234,Pobre No Extremo
Sierra Norte,060610,016119,111,11,1,Sin Nivel,Mujer,55,0,334.858489990234,Pobre No Extremo
Sierra Norte,060610,016119,113,11,1,Primaria Incompleta,Hombre,70,0,334.858489990234,Pobre No Extremo
Sierra Norte,060610,016119,113,11,1,Primaria Incompleta,Mujer,64,0,334.858489990234,Pobre No Extremo
Sierra Norte,060610,016119,115,11,1,Secundaria Completa,Hombre,55,0,334.858489990234,Vulnerable No Pobre
Sierra Norte,060610,016119,115,11,0,Secundaria Completa,Mujer,49,0,334.858489990234,Vulnerable No Pobre
Sierra Norte,060610,016119,116,11,1,Secundaria Completa,Hombre,36,0,334.858489990234,Pobre Extremo
Sierra Norte,060610,016119,116,11,1,Secundaria Incompleta,Mujer,31,0,334.858489990234,Pobre Extremo
Sierra Norte,060701,015993,018,11,1,Primaria Incompleta,Hombre,80,0,70.5593872070313,Vulnerable No Pobre
Sierra Norte,060701,015993,018,11,1,Sin Nivel,Mujer,72,0,70.5593872070313,Vulnerable No Pobre
Sierra Norte,060701,015993,018,11,0,Superior Universitaria Completa,Hombre,29,0,70.5593872070313,Vulnerable No Pobre
Sierra Norte,060701,015993,018,11,0,Primaria Incompleta,Mujer,53,0,70.5593872070313,Vulnerable No Pobre
Sierra Norte,060701,015993,018,11,0,Superior No Universitaria Incompleta,Mujer,20,0,70.5593872070313,Vulnerable No Pobre
Sierra Norte,060701,015993,071,11,1,Primaria Incompleta,Mujer,56,0,70.5593872070313,Vulnerable No Pobre
Sierra Norte,060701,015999,009,11,0,Superior Universitaria Completa,Hombre,32,0,466.294311523438,Vulnerable No Pobre
Sierra Norte,060701,015999,009,11,0,Superior No Universitaria Completa,Mujer,33,0,466.294311523438,Vulnerable No Pobre
Sierra Norte,060701,015999,023,11,1,Primaria Completa,Hombre,55,0,466.294311523438,Pobre No Extremo
Sierra Norte,060701,015999,023,11,1,Primaria Completa,Mujer,36,0,466.294311523438,Pobre No Extremo
Sierra Norte,060701,015999,037,11,1,Secundaria Incompleta,Hombre,46,0,466.294311523438,Pobre No Extremo
Sierra Norte,060701,015999,037,11,1,Secundaria Completa,Mujer,48,0,466.294311523438,Pobre No Extremo
Sierra Norte,060701,015999,050,11,1,Secundaria Incompleta,Hombre,58,0,466.294311523438,Vulnerable No Pobre
Sierra Norte,060701,015999,050,11,1,Sin Nivel,Mujer,53,0,466.294311523438,Vulnerable No Pobre
Sierra Norte,060701,015999,064,11,1,Primaria Incompleta,Hombre,52,0,466.294311523438,Pobre No Extremo
Sierra Norte,060701,015999,118,11,0,Superior No Universitaria Completa,Hombre,31,0,466.294311523438,Vulnerable No Pobre
Sierra Norte,060701,015999,118,11,0,Secundaria Completa,Mujer,27,0,466.294311523438,Vulnerable No Pobre
Sierra Norte,060701,016001,009,11,1,Superior No Universitaria Completa,Mujer,39,0,544.533813476563,Vulnerable No Pobre
Sierra Norte,060701,016001,061,11,1,Superior No Universitaria Completa,Hombre,48,0,544.533813476563,Vulnerable No Pobre
Sierra Norte,060701,016001,061,11,1,Primaria Completa,Mujer,47,0,544.533813476563,Vulnerable No Pobre
Sierra Norte,060701,016001,078,11,1,Sin Nivel,Mujer,69,0,544.533813476563,Vulnerable No Pobre
Sierra Norte,060701,016001,112,11,1,Secundaria Incompleta,Mujer,29,0,544.533813476563,Vulnerable No Pobre
Sierra Norte,060701,016008,033,11,0,Primaria Incompleta,Hombre,90,0,586.256713867188,Pobre No Extremo
Sierra Norte,060701,016008,033,11,0,Sin Nivel,Mujer,85,0,586.256713867188,Pobre No Extremo
Sierra Norte,060701,016008,033,11,1,Superior No Universitaria Completa,Hombre,43,0,586.256713867188,Pobre No Extremo
Sierra Norte,060701,016008,033,11,0,Secundaria Completa,Mujer,48,0,586.256713867188,Pobre No Extremo
Sierra Norte,060701,016013,011,11,1,Secundaria Completa,Hombre,69,0,681.60595703125,Pobre Extremo
Sierra Norte,060701,016013,011,11,1,Primaria Completa,Mujer,60,0,681.60595703125,Pobre Extremo
Sierra Norte,060701,016013,046,11,1,Primaria Completa,Hombre,44,0,681.60595703125,Pobre Extremo
Sierra Norte,060701,016013,046,11,1,Secundaria Incompleta,Mujer,42,0,681.60595703125,Pobre Extremo
Sierra Norte,060701,016013,046,11,1,Secundaria Completa,Hombre,19,0,681.60595703125,Pobre Extremo
Sierra Norte,060701,016013,062,11,1,Primaria Incompleta,Hombre,47,0,681.60595703125,Pobre No Extremo
Sierra Norte,060701,016013,062,11,1,Secundaria Completa,Mujer,50,0,681.60595703125,Pobre No Extremo
Sierra Norte,060701,016013,062,11,1,Superior No Universitaria Incompleta,Mujer,26,0,681.60595703125,Pobre No Extremo
Sierra Norte,060701,016013,062,11,0,Sin Nivel,Hombre,84,0,681.60595703125,Pobre No Extremo
Sierra Norte,060701,016013,079,11,1,Superior No Universitaria Completa,Hombre,44,0,681.60595703125,Pobre Extremo
Sierra Norte,060701,016013,079,11,1,Superior No Universitaria Incompleta,Mujer,35,0,681.60595703125,Pobre Extremo
Sierra Norte,060701,016013,132,11,1,Secundaria Completa,Mujer,44,0,681.60595703125,Vulnerable No Pobre
Sierra Norte,060701,016047,001,11,1,Primaria Incompleta,Mujer,60,0,330.590240478516,Pobre No Extremo
Sierra Norte,060701,016047,002,11,1,Primaria Incompleta,Hombre,49,0,330.590240478516,Vulnerable No Pobre
Sierra Norte,060701,016047,002,11,1,Sin Nivel,Mujer,67,0,330.590240478516,Vulnerable No Pobre
Sierra Norte,060701,016047,002,11,1,Secundaria Completa,Hombre,29,0,330.590240478516,Vulnerable No Pobre
Sierra Norte,060701,016047,002,11,1,Secundaria Incompleta,Mujer,28,0,330.590240478516,Vulnerable No Pobre
Sierra Norte,060701,016047,098,11,1,Sin Nivel,Mujer,79,0,330.590240478516,Pobre No Extremo
Sierra Norte,060701,016047,099,11,1,Secundaria Incompleta,Hombre,54,0,330.590240478516,Pobre No Extremo
Sierra Norte,060701,016047,099,11,0,Sin Nivel,Mujer,45,0,330.590240478516,Pobre No Extremo
Sierra Norte,060701,016047,100,11,1,Primaria Incompleta,Hombre,89,0,330.590240478516,Pobre No Extremo
Sierra Norte,060701,016047,100,11,1,Sin Nivel,Mujer,65,0,330.590240478516,Pobre No Extremo
Sierra Norte,060701,016047,102,11,1,Secundaria Incompleta,Hombre,38,0,330.590240478516,Pobre Extremo
Sierra Norte,060701,016047,102,11,1,Sin Nivel,Mujer,38,0,330.590240478516,Pobre Extremo
Sierra Norte,060701,016047,104,11,1,Primaria Incompleta,Hombre,54,0,330.590240478516,Vulnerable No Pobre
Sierra Norte,060701,016047,104,11,1,Primaria Incompleta,Mujer,56,0,330.590240478516,Vulnerable No Pobre
Sierra Norte,060701,016047,104,11,0,Secundaria Completa,Mujer,19,0,330.590240478516,Vulnerable No Pobre
Sierra Norte,060701,016057,041,11,1,Primaria Incompleta,Mujer,61,0,334.858489990234,Vulnerable No Pobre
Sierra Norte,060701,016057,041,11,1,Superior No Universitaria Completa,Hombre,26,0,334.858489990234,Vulnerable No Pobre
Sierra Norte,060701,016057,042,11,1,Primaria Incompleta,Hombre,64,0,334.858489990234,Vulnerable No Pobre
Sierra Norte,060701,016057,042,11,1,Sin Nivel,Mujer,59,0,334.858489990234,Vulnerable No Pobre
Sierra Norte,060701,016057,043,11,1,Primaria Completa,Mujer,32,0,334.858489990234,Vulnerable No Pobre
Sierra Norte,060701,016057,044,11,1,Primaria Completa,Mujer,30,0,334.858489990234,Vulnerable No Pobre
Sierra Norte,060701,016057,129,11,1,Primaria Incompleta,Mujer,56,0,334.858489990234,Vulnerable No Pobre
Sierra Norte,060701,016057,131,11,1,Primaria Completa,Hombre,34,0,334.858489990234,Pobre Extremo
Sierra Norte,060701,016057,131,11,1,Sin Nivel,Mujer,18,0,334.858489990234,Pobre Extremo
Sierra Norte,060701,016057,143,11,1,Sin Nivel,Mujer,63,0,334.858489990234,Vulnerable No Pobre
Sierra Norte,060701,016057,143,11,1,Primaria Completa,Mujer,24,0,334.858489990234,Vulnerable No Pobre
Sierra Norte,060701,016070,065,11,1,Secundaria Incompleta,Hombre,35,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016070,065,11,1,Sin Nivel,Mujer,51,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016070,066,11,1,Secundaria Completa,Hombre,42,0,352.102783203125,Pobre No Extremo
Sierra Norte,060701,016070,066,11,1,Sin Nivel,Mujer,40,0,352.102783203125,Pobre No Extremo
Sierra Norte,060701,016070,067,11,1,Primaria Incompleta,Hombre,54,0,352.102783203125,Pobre No Extremo
Sierra Norte,060701,016070,067,11,1,Primaria Incompleta,Mujer,52,0,352.102783203125,Pobre No Extremo
Sierra Norte,060701,016070,170,11,1,Primaria Incompleta,Hombre,54,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016070,170,11,1,Primaria Incompleta,Mujer,52,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016070,171,11,1,Secundaria Completa,Hombre,50,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016070,171,11,1,Primaria Incompleta,Mujer,52,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016070,171,11,0,Superior Universitaria Completa,Hombre,26,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016070,171,11,0,Secundaria Completa,Mujer,21,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016070,173,11,1,Primaria Incompleta,Hombre,60,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016070,173,11,1,Sin Nivel,Mujer,62,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016070,173,11,1,Sin Nivel,Mujer,36,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016078,038,11,1,Secundaria Completa,Hombre,40,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016078,038,11,1,Secundaria Completa,Mujer,37,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016078,039,11,0,Sin Nivel,Mujer,86,0,352.102783203125,Pobre No Extremo
Sierra Norte,060701,016078,039,11,1,Sin Nivel,Mujer,60,0,352.102783203125,Pobre No Extremo
Sierra Norte,060701,016078,040,11,1,Superior No Universitaria Incompleta,Mujer,32,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016078,104,11,1,Sin Nivel,Hombre,39,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016078,104,11,1,Primaria Completa,Mujer,37,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016078,106,11,1,Primaria Incompleta,Hombre,60,0,352.102783203125,Pobre No Extremo
Sierra Norte,060701,016078,106,11,1,Primaria Incompleta,Mujer,57,0,352.102783203125,Pobre No Extremo
Sierra Norte,060701,016078,107,11,1,Primaria Completa,Hombre,49,0,352.102783203125,Pobre No Extremo
Sierra Norte,060701,016078,107,11,1,Sin Nivel,Mujer,47,0,352.102783203125,Pobre No Extremo
Sierra Norte,060701,016078,108,11,0,Sin Nivel,Mujer,38,0,352.102783203125,Pobre Extremo
Sierra Norte,060701,016078,108,11,1,Secundaria Incompleta,Hombre,21,0,352.102783203125,Pobre Extremo
Sierra Norte,060701,016092,001,11,0,Sin Nivel,Mujer,85,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016092,002,11,1,Primaria Completa,Hombre,35,0,352.102783203125,Pobre No Extremo
Sierra Norte,060701,016092,002,11,1,Primaria Completa,Mujer,35,0,352.102783203125,Pobre No Extremo
Sierra Norte,060701,016092,003,11,1,Sin Nivel,Mujer,71,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016092,110,11,1,Primaria Incompleta,Hombre,89,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016092,110,11,1,Sin Nivel,Mujer,80,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016092,110,11,1,Secundaria Completa,Hombre,66,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016092,111,11,1,Primaria Incompleta,Hombre,68,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016092,112,11,1,Sin Nivel,Mujer,65,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016092,112,11,1,Primaria Completa,Mujer,33,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016114,033,11,1,Secundaria Completa,Hombre,26,0,334.858489990234,Vulnerable No Pobre
Sierra Norte,060701,016114,033,11,1,Secundaria Completa,Mujer,26,0,334.858489990234,Vulnerable No Pobre
Sierra Norte,060701,016114,034,11,0,Sin Nivel,Mujer,73,0,334.858489990234,Pobre No Extremo
Sierra Norte,060701,016114,034,11,0,Primaria Incompleta,Hombre,72,0,334.858489990234,Pobre No Extremo
Sierra Norte,060701,016114,035,11,1,Primaria Incompleta,Hombre,54,0,334.858489990234,Pobre No Extremo
Sierra Norte,060701,016114,035,11,0,Sin Nivel,Mujer,51,0,334.858489990234,Pobre No Extremo
Sierra Norte,060701,016114,035,11,1,Superior Universitaria Completa,Mujer,30,0,334.858489990234,Pobre No Extremo
Sierra Norte,060701,016114,441,11,1,Secundaria Incompleta,Hombre,27,0,334.858489990234,Pobre No Extremo
Sierra Norte,060701,016114,441,11,0,Secundaria Incompleta,Mujer,29,0,334.858489990234,Pobre No Extremo
Sierra Norte,060701,016114,442,11,1,Sin Nivel,Mujer,55,1,334.858489990234,Vulnerable No Pobre
Sierra Norte,060701,016114,442,11,1,Secundaria Completa,Hombre,21,1,334.858489990234,Vulnerable No Pobre
Sierra Norte,060701,016114,443,11,1,Sin Nivel,Hombre,74,0,334.858489990234,Pobre No Extremo
Sierra Norte,060701,016114,443,11,1,Sin Nivel,Mujer,68,0,334.858489990234,Pobre No Extremo
Sierra Norte,060701,016114,444,11,1,Primaria Incompleta,Hombre,89,0,334.858489990234,Vulnerable No Pobre
Sierra Norte,060701,016114,444,11,0,Sin Nivel,Mujer,86,0,334.858489990234,Vulnerable No Pobre
Sierra Norte,060701,016121,105,11,1,Primaria Incompleta,Mujer,62,0,352.102783203125,Pobre Extremo
Sierra Norte,060701,016121,105,11,1,Secundaria Completa,Mujer,20,0,352.102783203125,Pobre Extremo
Sierra Norte,060701,016121,105,11,1,Secundaria Completa,Hombre,21,0,352.102783203125,Pobre Extremo
Sierra Norte,060701,016121,106,11,1,Primaria Incompleta,Mujer,36,0,352.102783203125,Pobre Extremo
Sierra Norte,060701,016121,107,11,1,Primaria Completa,Hombre,60,1,352.102783203125,Pobre No Extremo
Sierra Norte,060701,016121,107,11,1,Primaria Completa,Mujer,46,1,352.102783203125,Pobre No Extremo
Sierra Norte,060701,016121,108,11,0,Sin Nivel,Hombre,47,0,352.102783203125,Pobre No Extremo
Sierra Norte,060701,016121,108,11,1,Sin Nivel,Mujer,41,0,352.102783203125,Pobre No Extremo
Sierra Norte,060701,016121,281,11,1,Secundaria Completa,Hombre,20,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016121,281,11,1,Superior Universitaria Incompleta,Mujer,19,0,352.102783203125,Vulnerable No Pobre
Sierra Norte,060701,016121,282,11,1,Sin Nivel,Mujer,53,0,352.102783203125,Pobre Extremo
Sierra Norte,060701,016121,283,11,1,Primaria Incompleta,Hombre,57,0,352.102783203125,Pobre Extremo
Sierra Norte,060701,016121,283,11,1,Primaria Incompleta,Mujer,55,0,352.102783203125,Pobre Extremo
Sierra Norte,060701,016121,284,11,1,Primaria Completa,Hombre,38,0,352.102783203125,Pobre No Extremo
Sierra Norte,060701,016121,284,11,1,Primaria Incompleta,Mujer,35,0,352.102783203125,Pobre No Extremo
Sierra Norte,060701,016122,294,11,1,Primaria Incompleta,Hombre,62,0,352.576293945313,Vulnerable No Pobre
Sierra Norte,060701,016122,294,11,1,Primaria Incompleta,Mujer,57,0,352.576293945313,Vulnerable No Pobre
Sierra Norte,060701,016122,295,11,1,Sin Nivel,Mujer,74,0,352.576293945313,Pobre Extremo
Sierra Norte,060701,016122,296,11,1,Primaria Incompleta,Hombre,79,0,352.576293945313,Pobre Extremo
Sierra Norte,060701,016122,296,11,1,Sin Nivel,Mujer,71,0,352.576293945313,Pobre Extremo
Sierra Norte,060701,016122,296,11,1,Sin Nivel,Mujer,41,0,352.576293945313,Pobre Extremo
Sierra Norte,060701,016122,609,11,0,Primaria Incompleta,Hombre,79,0,352.576293945313,Pobre Extremo
Sierra Norte,060701,016122,610,11,1,Primaria Completa,Hombre,40,0,352.576293945313,Pobre No Extremo
Sierra Norte,060701,016122,610,11,1,Primaria Completa,Mujer,38,0,352.576293945313,Pobre No Extremo
Sierra Norte,060701,016122,610,11,0,Secundaria Completa,Hombre,19,0,352.576293945313,Pobre No Extremo
Sierra Norte,060701,016122,611,11,1,Sin Nivel,Mujer,80,0,352.576293945313,Pobre Extremo
Sierra Norte,060701,016122,612,11,1,Primaria Incompleta,Hombre,55,0,352.576293945313,Pobre No Extremo
Sierra Norte,060701,016122,612,11,1,Sin Nivel,Mujer,60,0,352.576293945313,Pobre No Extremo
Sierra Norte,060701,016122,612,11,1,Secundaria Completa,Hombre,33,0,352.576293945313,Pobre No Extremo
Sierra Norte,060701,016122,612,11,1,Secundaria Incompleta,Mujer,18,0,352.576293945313,Pobre No Extremo
Sierra Norte,060701,016122,613,11,1,Primaria Completa,Hombre,50,0,352.576293945313,Pobre Extremo
Sierra Norte,060701,016122,613,11,1,Primaria Incompleta,Mujer,43,0,352.576293945313,Pobre Extremo
Sierra Norte,060701,016129,013,11,1,Primaria Incompleta,Hombre,59,0,352.576293945313,Pobre Extremo
Sierra Norte,060701,016129,013,11,1,Sin Nivel,Mujer,57,0,352.576293945313,Pobre Extremo
Sierra Norte,060701,016129,015,11,1,Primaria Incompleta,Hombre,61,0,352.576293945313,Pobre Extremo
Sierra Norte,060701,016129,015,11,1,Primaria Incompleta,Mujer,64,0,352.576293945313,Pobre Extremo
Sierra Norte,060701,016129,016,11,0,Primaria Completa,Hombre,70,0,352.576293945313,Pobre Extremo
Sierra Norte,060701,016129,016,11,1,Sin Nivel,Mujer,59,0,352.576293945313,Pobre Extremo
Sierra Norte,060701,016129,016,11,1,Primaria Completa,Mujer,29,0,352.576293945313,Pobre Extremo
Sierra Norte,060701,016129,128,11,1,Primaria Incompleta,Hombre,58,0,352.576293945313,Vulnerable No Pobre
Sierra Norte,060701,016129,129,11,0,Sin Nivel,Mujer,79,0,352.576293945313,Pobre Extremo
Sierra Norte,060701,016129,130,11,1,Sin Nivel,Hombre,82,0,352.576293945313,Pobre No Extremo
Sierra Norte,060701,016129,131,11,1,Primaria Completa,Mujer,35,0,352.576293945313,Pobre Extremo
Sierra Norte,060701,016129,132,11,1,Primaria Incompleta,Mujer,73,0,352.576293945313,Vulnerable No Pobre
Sierra Norte,060703,016085,009,11,1,Sin Nivel,Hombre,82,0,334.858489990234,Pobre Extremo
Sierra Norte,060703,016085,009,11,1,Sin Nivel,Mujer,88,0,334.858489990234,Pobre Extremo
Sierra Norte,060703,016085,010,11,1,Secundaria Completa,Hombre,40,0,334.858489990234,Pobre Extremo
Sierra Norte,060703,016085,010,11,1,Primaria Incompleta,Mujer,34,0,334.858489990234,Pobre Extremo
Sierra Norte,060703,016085,011,11,1,Sin Nivel,Mujer,61,0,334.858489990234,Pobre Extremo
Sierra Norte,060703,016085,012,11,1,Secundaria Completa,Hombre,38,0,334.858489990234,Pobre Extremo
Sierra Norte,060703,016085,012,11,1,Primaria Incompleta,Mujer,32,0,334.858489990234,Pobre Extremo
Sierra Norte,060703,016085,193,11,1,Primaria Completa,Mujer,32,0,334.858489990234,Vulnerable No Pobre
Sierra Norte,060703,016085,194,11,1,Primaria Incompleta,Hombre,70,0,334.858489990234,Pobre No Extremo
Sierra Norte,060703,016085,196,11,1,Secundaria Incompleta,Mujer,39,0,334.858489990234,Pobre No Extremo
Sierra Norte,060703,016085,197,11,1,Secundaria Completa,Hombre,30,0,334.858489990234,Pobre Extremo
Sierra Norte,060703,016085,197,11,1,Primaria Incompleta,Mujer,26,0,334.858489990234,Pobre Extremo
Sierra Norte,060703,016107,054,11,1,Sin Nivel,Mujer,60,0,334.858489990234,Pobre No Extremo
Sierra Norte,060703,016107,055,11,1,Primaria Completa,Hombre,69,0,334.858489990234,Pobre Extremo
Sierra Norte,060703,016107,055,11,1,Primaria Incompleta,Mujer,67,0,334.858489990234,Pobre Extremo
Sierra Norte,060703,016107,136,11,0,Primaria Completa,Hombre,66,0,334.858489990234,Pobre Extremo
Sierra Norte,060703,016107,136,11,1,Primaria Completa,Mujer,67,0,334.858489990234,Pobre Extremo
Sierra Norte,060703,016107,138,11,1,Primaria Incompleta,Hombre,40,0,334.858489990234,Pobre No Extremo
Sierra Norte,060703,016107,138,11,1,Primaria Completa,Mujer,36,0,334.858489990234,Pobre No Extremo
Sierra Norte,060703,016107,139,11,1,Primaria Incompleta,Mujer,83,0,334.858489990234,Vulnerable No Pobre
Sierra Norte,060703,016107,140,11,1,Primaria Completa,Mujer,42,0,334.858489990234,Vulnerable No Pobre
Sierra Norte,061001,016009,027,11,0,Superior Universitaria Completa,Hombre,45,0,700.008972167969,Pobre No Extremo
Sierra Norte,061001,016009,027,11,1,Maestría/Doctorado,Mujer,52,0,700.008972167969,Pobre No Extremo
Sierra Norte,061001,016009,027,11,0,Superior Universitaria Incompleta,Mujer,20,0,700.008972167969,Pobre No Extremo
Sierra Norte,061001,016009,037,11,1,Sin Nivel,Mujer,62,0,700.008972167969,Pobre No Extremo
Sierra Norte,061001,016009,037,11,0,Primaria Incompleta,Hombre,24,0,700.008972167969,Pobre No Extremo
Sierra Norte,061001,016009,047,11,0,Sin Nivel,Hombre,86,0,700.008972167969,Pobre No Extremo
Sierra Norte,061001,016009,047,11,0,Primaria Incompleta,Mujer,71,0,700.008972167969,Pobre No Extremo
Sierra Norte,061001,016010,042,11,1,Superior No Universitaria Completa,Mujer,59,0,681.60595703125,Vulnerable No Pobre
Sierra Norte,061001,016010,057,11,1,Sin Nivel,Mujer,75,0,681.60595703125,Vulnerable No Pobre
Sierra Norte,061001,016010,071,11,1,Primaria Completa,Hombre,37,0,681.60595703125,Pobre No Extremo
Sierra Norte,061001,016010,071,11,0,Secundaria Incompleta,Mujer,32,0,681.60595703125,Pobre No Extremo
Sierra Norte,061001,016010,100,11,0,Secundaria Incompleta,Mujer,48,0,681.60595703125,Pobre Extremo
Sierra Norte,061001,016010,100,11,0,Primaria Incompleta,Mujer,69,0,681.60595703125,Pobre Extremo
Sierra Norte,061001,016010,100,11,0,Superior No Universitaria Incompleta,Mujer,19,0,681.60595703125,Pobre Extremo
Sierra Norte,061001,016059,033,11,1,Sin Nivel,Hombre,46,0,352.576293945313,Pobre Extremo
Sierra Norte,061001,016059,033,11,1,Primaria Incompleta,Mujer,48,0,352.576293945313,Pobre Extremo
Sierra Norte,061001,016059,033,11,1,Primaria Completa,Mujer,20,0,352.576293945313,Pobre Extremo
Sierra Norte,061001,016059,036,11,1,Primaria Completa,Hombre,35,0,352.576293945313,Pobre No Extremo
Sierra Norte,061001,016059,036,11,1,Primaria Completa,Mujer,35,0,352.576293945313,Pobre No Extremo
Sierra Norte,061001,016059,183,11,1,Primaria Completa,Hombre,37,0,352.576293945313,Vulnerable No Pobre
Sierra Norte,061001,016059,183,11,1,Primaria Completa,Mujer,42,0,352.576293945313,Vulnerable No Pobre
Sierra Norte,061001,016059,183,11,1,Secundaria Completa,Hombre,23,0,352.576293945313,Vulnerable No Pobre
Sierra Norte,061001,016059,183,11,1,Secundaria Completa,Hombre,21,0,352.576293945313,Vulnerable No Pobre
Sierra Norte,061001,016059,184,11,1,Primaria Completa,Hombre,50,0,352.576293945313,Vulnerable No Pobre
Sierra Norte,061001,016059,184,11,1,Secundaria Completa,Mujer,44,0,352.576293945313,Vulnerable No Pobre
Sierra Norte,061001,016059,184,11,1,Superior No Universitaria Completa,Mujer,22,0,352.576293945313,Vulnerable No Pobre
Sierra Norte,061001,016059,184,11,1,Secundaria Completa,Hombre,19,0,352.576293945313,Vulnerable No Pobre
Sierra Norte,061001,016059,185,11,1,Secundaria Completa,Hombre,40,0,352.576293945313,Pobre No Extremo
Sierra Norte,061001,016059,185,11,1,Sin Nivel,Mujer,38,0,352.576293945313,Pobre No Extremo
Sierra Norte,061001,016059,186,11,1,Secundaria Incompleta,Hombre,37,0,352.576293945313,Vulnerable No Pobre
Sierra Norte,061001,016059,186,11,1,Secundaria Completa,Mujer,40,0,352.576293945313,Vulnerable No Pobre
Sierra Norte,061001,016059,187,11,1,Primaria Completa,Hombre,78,0,352.576293945313,Pobre Extremo
Sierra Norte,061001,016110,065,11,1,Secundaria Incompleta,Hombre,45,1,330.590240478516,Vulnerable No Pobre
Sierra Norte,061001,016110,065,11,0,Superior No Universitaria Incompleta,Mujer,40,1,330.590240478516,Vulnerable No Pobre
Sierra Norte,061001,016110,065,11,1,Primaria Incompleta,Hombre,89,1,330.590240478516,Vulnerable No Pobre
Sierra Norte,061001,016110,066,11,1,Primaria Completa,Hombre,64,0,330.590240478516,Vulnerable No Pobre
Sierra Norte,061001,016110,066,11,1,Primaria Completa,Mujer,62,0,330.590240478516,Vulnerable No Pobre
Sierra Norte,061001,016110,066,11,1,Secundaria Completa,Mujer,43,0,330.590240478516,Vulnerable No Pobre
Sierra Norte,061001,016110,067,11,1,Primaria Completa,Hombre,60,0,330.590240478516,Pobre Extremo
Sierra Norte,061001,016110,067,11,1,Primaria Incompleta,Mujer,52,0,330.590240478516,Pobre Extremo
Sierra Norte,061001,016110,067,11,1,Secundaria Completa,Hombre,25,0,330.590240478516,Pobre Extremo
Sierra Norte,061001,016110,068,11,1,Secundaria Incompleta,Hombre,40,0,330.590240478516,Pobre No Extremo
Sierra Norte,061001,016110,068,11,1,Primaria Incompleta,Mujer,36,0,330.590240478516,Pobre No Extremo
Sierra Norte,061001,016110,204,11,1,Secundaria Incompleta,Hombre,49,0,330.590240478516,Pobre Extremo
Sierra Norte,061001,016110,204,11,1,Primaria Incompleta,Mujer,45,0,330.590240478516,Pobre Extremo
Sierra Norte,061001,016110,205,11,1,Secundaria Incompleta,Hombre,69,0,330.590240478516,Pobre No Extremo
Sierra Norte,061001,016110,206,11,1,Primaria Completa,Hombre,48,0,330.590240478516,Pobre Extremo
Sierra Norte,061001,016110,206,11,1,Primaria Completa,Mujer,38,0,330.590240478516,Pobre Extremo
Sierra Norte,061001,016110,206,11,1,Secundaria Completa,Hombre,20,0,330.590240478516,Pobre Extremo
Sierra Norte,061001,016110,208,11,1,Primaria Incompleta,Mujer,45,0,330.590240478516,Pobre No Extremo
Sierra Norte,061004,016066,025,11,1,Primaria Incompleta,Hombre,43,0,352.576293945313,Pobre Extremo
Sierra Norte,061004,016066,025,11,1,Primaria Completa,Mujer,55,0,352.576293945313,Pobre Extremo
